epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,1559.81,0.5654,0.45847,1.01356,0.76976,0.66951,0.78963,0.62748,0.99224,2.03336,1.13086,0.000258474,0.000258474,0.000258474
116,1573.35,0.5768,0.45864,1.02171,0.80847,0.66256,0.79542,0.62279,0.96938,2.07037,1.11018,0.000253996,0.000253996,0.000253996
117,1586.77,0.58282,0.46342,1.01264,0.80769,0.68844,0.81847,0.63587,1.02876,1.96622,1.11353,0.000249518,0.000249518,0.000249518
118,1600.24,0.57672,0.46497,1.0191,0.81742,0.7215,0.83937,0.6521,0.96697,1.79517,1.10347,0.00024504,0.00024504,0.00024504
119,1613.75,0.57173,0.45533,1.01533,0.77126,0.76692,0.84543,0.66231,0.96995,1.62273,1.08676,0.000240561,0.000240561,0.000240561
120,1627.32,0.56227,0.45602,1.01252,0.80698,0.70826,0.83657,0.64639,1.00221,1.86442,1.11923,0.000236083,0.000236083,0.000236083
121,1640.88,0.56817,0.45305,1.01165,0.79683,0.66817,0.80146,0.62779,1.07147,2.06044,1.14916,0.000231605,0.000231605,0.000231605
122,1654.38,0.57507,0.45516,1.02134,0.79056,0.65525,0.78917,0.60509,1.0638,2.11457,1.13723,0.000227126,0.000227126,0.000227126
123,1667.87,0.56719,0.44639,1.01114,0.80687,0.71856,0.83051,0.64752,0.96934,1.90191,1.09339,0.000222648,0.000222648,0.000222648
124,1681.26,0.55817,0.44393,1.0114,0.81687,0.75176,0.84256,0.65394,0.97521,1.71076,1.07806,0.00021817,0.00021817,0.00021817
125,1694.85,0.55969,0.44143,1.00817,0.81525,0.71337,0.83979,0.65987,0.97433,1.86504,1.09018,0.000213692,0.000213692,0.000213692
126,1708.39,0.55719,0.4359,1.00425,0.82831,0.74074,0.84865,0.65922,0.94833,1.70469,1.10726,0.000209213,0.000209213,0.000209213
127,1721.89,0.54955,0.43679,1.00713,0.86607,0.67684,0.80644,0.62873,1.03425,2.08017,1.15529,0.000204735,0.000204735,0.000204735
128,1735.41,0.55067,0.43768,1.00931,0.82345,0.68478,0.8303,0.6565,0.94581,2.00009,1.09773,0.000200257,0.000200257,0.000200257
129,1749.03,0.54469,0.4408,1.00805,0.83007,0.74723,0.8515,0.66276,0.96702,1.7194,1.0854,0.000195778,0.000195778,0.000195778
130,1762.49,0.54222,0.4404,1.00543,0.8508,0.71638,0.83553,0.64778,0.99381,1.98516,1.10245,0.0001913,0.0001913,0.0001913
131,1775.95,0.55017,0.43413,1.00904,0.84878,0.71297,0.82328,0.63167,0.98688,1.91277,1.12879,0.000186822,0.000186822,0.000186822
132,1789.57,0.53595,0.42445,1.00346,0.86336,0.74843,0.84409,0.64938,0.97512,1.78809,1.11563,0.000182343,0.000182343,0.000182343
133,1803.01,0.53557,0.41848,1.00066,0.83056,0.70215,0.81165,0.62752,0.98503,2.0541,1.11966,0.000177865,0.000177865,0.000177865
134,1816.59,0.53552,0.42296,1.00316,0.8346,0.7337,0.80955,0.63471,0.98407,1.96491,1.08634,0.000173387,0.000173387,0.000173387
